<OOV> 1.0	OOV
الاظہر 1.0	A L AA Z AY H A R
بنفس 1.0	B A N A F S
ٹراونکور 1.0	TT A R AA V A N K UU R
برکس 1.0	B A R K A S
میسیکو 1.0	M AE S II K OO
کولکتے 1.0	K OO L A K T_D AY
مشرقے 1.0	M A SH R I Q AY
ٹرمپیانہ 1.0	TT A R A M P I J AA N AA
وقعات 1.0	V A Q A AA T_D
ویمبلی 1.0	V AE M B A L II
بالٹیمور 1.0	B AA L TT II M OO R
فوکس 1.0	F OO K A S
محکم 1.0	M U H K A M
دیکھتی 1.0	D_D AY K_H T_D II
ائی 1.0	A II
کولکتہ 1.0	K O L K A T_D AA
سنگھم 1.0	S A NG G_H A M
سنگھل 1.0	S I NG G_H A L
یناسکا 1.0	J AA S A K K AA
گوؤں 1.0	G OO OON
نوٹیفیکشن 1.0	N OO TT II F II K SH A N
پوئے 1.0	P UU AY
نہاریکا 1.0	N I H AA R II K AA
کہوں 1.0	K A H UUN
ڈراموں 1.0	DD A R AA M OON
کلوگرام 1.0	K A L OO G A R AA M
دستخطوں 1.0	D_D A S T_D X A T_D OON
کوٹھا 1.0	K OO TT_H AA
جبھۃ 1.0	D_ZZ U B_H A T_D
چپراسی 1.0	T_SH I P R AA S II
رضاکاروں 1.0	R A Z AA K AA R OON
لوتھر 1.0	L OO T_D_H A R
ماروی 1.0	M AA R V II
مولے 1.0	M OO L AY
ثروت 1.0	S U R A V A T_D
چاہتیں 1.0	T_SH AA H A T_D AYN
حواس 1.0	H A V AA S
کمانڈروں 1.0	K A M AA N DD A R OON
رانا 1.0	R AA N AA
آنتوں 1.0	AA N T_D OON
رقابت 1.0	R A Q AA B A T_D
پروپلشن 1.0	P U R OO P A L SH A N
عکس 1.0	A K S
انان 1.0	A N AA N
ذہنوں 1.0	Z I H N OON
مولی 1.0	M OO L II
برنگ 1.0	B A R A NG
معاش 1.0	M A AA SH
رکھنا 1.0	R A K_H N AA
نروہنا 1.0	N A R OO H N AA
البمز 1.0	A L B A M Z
ٹائمنگ 1.0	TT AA I M I NG
انفینٹینو 1.0	I N F AE N TT II N OO
کھولتی 1.0	K_H OO L T_D II
ڈراؤنی 1.0	DD A R AA UU N II
کواقتدار 1.0	K U V AA Q T_D AY D_D AA R
جگمگایا 1.0	D_ZZ A G M A G AA J AA
اینٹارکٹکا 1.0	AE N TT AA R K TT I K AA
سربراہان 1.0	S A R B A R AA H AA N
امین 1.0	A M II N
مدھانی 1.0	M A D_D_H D_D_H AA N II
جانشینوں 1.0	D_ZZ AA N I SH II N OON
تعیمر 1.0	T_D A Y II M A R
چھتیسایک 1.0	T_SH A T_D T_D II S AA K
جرگے 1.0	D_ZZ A R G AY
مشاہدے 1.0	M U SH AA H A D_D AY
ڈاکے 1.0	DD AA K AY
صوت 1.0	S UU V A T_D
ارجینٹو 1.0	A R D_ZZ AE N TT II
توشنیوال 1.0	T_D OO SH N II V AA L
میلوں 1.0	M II L OON
تولکا 1.0	T_D OO L K AA
مشاہدہ 1.0	M U SH AA H A D_D AA
برینڈز 1.0	B A R AE N DD Z
ڈویزنل 1.0	DD A V II Z N A L
محقیقین 1.0	M A H Q II Q II N
تحقیقاتی 1.0	T_D A H Q II Q AA T_D II
برینڈن 1.0	B A R AE N DD A N
ووہرا 1.0	V OO H R AA
لاگو 1.0	L AA G OO
درخواستیں 1.0	D_D A R X AA S T_D AYN
لہرایا 1.0	L A_E_H H R AA J AA
الاسکا 1.0	A L AA S A K K AA
کودتی 1.0	K UU D_D T_D II
کسلیک 1.0	K A S L II K
ملٹیپل 1.0	M A L TT II P A L
فلائی 1.0	F A L AA II
کارپوریشنز 1.0	K AA R P OO R AY SH A N Z
ڈینیل 1.0	DD AE N AY L
مخاطب 1.0	M U X AA T_D I B
ہوگئےہیں 1.0	H OO G AY H AYN
امیر 1.0	A M II R
معیارات 1.0	M U J AA R AA T_D
اٹھتے 1.0	U TT_H T_D AY
امیش 1.0	A M II SH
گنگ 1.0	G A NG
منتر 1.0	M A N T_D A R
موٹا 1.0	M OO TT AA
بامقصد 1.0	B AA M A Q S A D_D
سخی 1.0	S A X II
کمزوریاں 1.0	K A M Z OO R I J AAN
نوٹسز 1.0	N OO TT S I Z
سلویا 1.0	S I L V I J AA
اچین 1.0	A T_SH II N
دوریاں 1.0	D_D UU R I J AAN
بٹانے 1.0	B A TT AA N AY
امیت 1.0	A M II J A T_D
امید 1.0	A M II D_D
اکتفا 1.0	I K T_D I F AA
تبدل 1.0	T_D A B A D_D D_D U L
میتیرینی 1.0	M AE T_D II R II N II
ویزا 1.0	V II Z AA
فیلنڈر 1.0	F II L A N DD A R
خداؤں 1.0	X U D_D AA OON
موٹی 1.0	M OO TT II
تھانے 1.0	T_D_H AA N AY
کھیپ 1.0	K_H AY P
بفٹ 1.0	B A F A TT
موٹے 1.0	M OO TT AY
کھللاڑیوں 1.0	K_H I L L AA RR II OON
منصفوں 1.0	M U N S I F OON
ساتوں 1.0	S AA T_D OON
نہائیت 1.0	N A H AA I J A T_D
رصد 1.0	R A S A D_D
لوٹنے 1.0	L OO TT N AY
گومل 1.0	G OO M A L
اوورہال 1.0	OO V A R H AA L
فرمائش 1.0	F A R M AA I SH
سلطنتیں 1.0	S A L T_D A N A T_D AYN
ٹکٹیں 1.0	TT I K TT AYN
بوریا 1.0	B OO R I J AA
العمل 1.0	A L A M A L
سکائپ 1.0	S A K AA I P
جھٹکتے 1.0	D_ZZ_H A TT A K T_D AY
للچاتا 1.0	L A L T_SH AA T_D AA
حلقے 1.0	H A L Q AY
مرثیہ 1.0	M A R S I J AA
مائیکروسافٹ 1.0	M AA II K R OO S AA F TT
سنیما 1.0	S A N II M AA
ستھری 1.0	S U T_D_H R II
بھیجاہے 1.0	B_H AY D_ZZ AA H AY
لینگوئج 1.0	L AE NG G UU I D_ZZ
بوریل 1.0	B OO R J A L
روانڈا 1.0	R A V AA N DD AA
ندی 1.0	N A D_D D_D II
کتابت 1.0	K I T_D AA B A T_D
دانشمندی 1.0	D_D AA N I SH M A N D_D II
ایکنوساتصفر 1.0	AE K K OO S I T_D A S F A R
شخیصت 1.0	SH A X II S A T_D
کاریوں 1.0	K AA R II OON
انوسٹی 1.0	I N V I S TT II
ڈراؤنا 1.0	DD A R AA UU N AA
وائل 1.0	V AA I L
مچھیرے 1.0	M A T_SH AY R AY
فلورنس 1.0	F A L OO R I N S
پندرہچارایک 1.0	P A N D_D R H T_SH AA R AA J
مور 1.0	M OO R
فلائٹ 1.0	F A L AA I TT
جلائے 1.0	D_ZZ A L AA AY
جلائی 1.0	D_ZZ A L AA II
رسرچ 1.0	R A S A R T_SH
تبدر 1.0	T_D A B A D_D D_D U R
سکوئرل 1.0	S A K UU A R L
جابر 1.0	D_ZZ AA B I R
تھیراپی 1.0	T_D_H AE R AA P II
وائف 1.0	V AA I F
گوئیوں 1.0	G OO II OON
اشونی 1.0	I SH UU N II
لیےتمام 1.0	L AY AY T_D A M AA M
رولنگ 1.0	R OO L I NG
سیپ 1.0	S II P
ہبل 1.0	H A B L
کہہ 1.0	K O_O_H H
کپڑے 1.0	K A P RR AY
فطری 1.0	F I T_D R II
جاں 1.0	D_ZZ AAN
وحید 1.0	V A H II D_D
صدارت 1.0	S A D_D AA R A T_D
فتح 1.0	F A T_D H
کردہ 1.0	K U R D_D AA
کےگاندھی 1.0	K AY G AA N D_D_H II
کردی 1.0	K U R D_D II
آبادکاروں 1.0	AA B AA D_D K AA R OON
سٹار 1.0	S A TT AA R
منتیں 1.0	M A N N A T_D AYN
گوادر 1.0	G A V AA D_D A R
آی 1.0	AA II
نٹ 1.0	N A TT
مروجہ 1.0	M A R A V V A D_ZZ AA
پبلسسٹ 1.0	P A B L I S I S TT
ہتھکنڈوں 1.0	H A T_D_H K A N DD OON
یوتھ 1.0	J UU T_D_H
سیکس 1.0	S II K S
سیکر 1.0	S II K A R
قلندر 1.0	Q A L A N D_D A R
سین 1.0	S II N
نشیبی 1.0	N I SH AY B II
ہرجانے 1.0	H A R D_ZZ AA N AY
آرہی 1.0	AA R H II
ہونہار 1.0	H OO N H AA R
سسٹمز 1.0	S I S TT A M Z
ہردیپ 1.0	H A R D_D II P
وٹرنز 1.0	V I TT A R A N Z
ہرجانہ 1.0	H A R D_ZZ AA N AA
نشستیںساتصفر 1.0	N A SH SH A S S A T_D T_D A F A R
سیخ 1.0	S II X
نیست 1.0	N II S T_D
سائیبیریا 1.0	S AA II B AY R I J AA
آرہے 1.0	AA R H AY
سیکھں 1.0	S II K_H
موج 1.0	M O D_ZZ
نر 1.0	N A R
فیکس 1.0	F AE K S
چیلینج 1.0	T_SH AE L AE N D_ZZ
ایکنوساتنو 1.0	AE K N OO S AA T_D A N OO
ریڈار 1.0	R AY DD AA R
کےضمنی 1.0	K AE Z M A N II
کایا 1.0	K AA J AA
سروائیور 1.0	S A R V AA II V A R
ہواباز 1.0	H A V AA B AA Z
جاننی 1.0	D_ZZ AA N N II
جبولانی 1.0	D_ZZ A B V A L AA N II
نت 1.0	N A T_D
اٹھارہآٹھ 1.0	A TT_H TT_H AA R H AA TT_H
چوپالوں 1.0	T_SH O P AA L OON
جات 1.0	D_ZZ AA T_D
پروہت 1.0	P A R OO H A T_D
تپسی 1.0	T_D A P S II
خلش 1.0	X A L I SH
سینیئرز 1.0	S II N II A R Z
لبیک 1.0	L A B B II K
اینمی 1.0	AE N I M II
رکنا 1.0	R U K N AA
امارت 1.0	A M AA R A T_D
مددگار 1.0	M A D_D A D_D G AA R
پیڑو 1.0	P AY RR OO
مصطفی 1.0	M U S T_D A F II
ہتھے 1.0	H A T_D_H T_D_H AY
جار 1.0	D_ZZ AA R
نظریں 1.0	N A Z A R AYN
مڈٹرم 1.0	M I DD TT A R A M
آل 1.0	AA L
آم 1.0	AA M
گاتی 1.0	G AA T_D II
خوابوں 1.0	X AA B OON
الماریوں 1.0	A L M AA R II OON
تراش 1.0	T_D A R AA SH
آرہا 1.0	AA R H AA
پگاسس 1.0	P A G AA S I S
ٹانگنا 1.0	TT AA NG N AA
باہمی 1.0	B AA H M II
ایلٹن 1.0	AE L TT A N
سینسر 1.0	S AE N S A R
جیفی 1.0	D_ZZ II F II
بٹورنے 1.0	B A TT OO R N AY
بوچڑخانوں 1.0	B OO T_SH A RR X AA N OON
آب 1.0	AA B
تمیم 1.0	T_D A M II M
اورفخرزمان 1.0	OO R A F X A R Z I M AA N
جاٹ 1.0	D_ZZ AA TT
جاپ 1.0	D_ZZ AA P
بےطرح 1.0	B AY T_D A R AY
آس 1.0	AA S
گاوں 1.0	G AA OON
ترال 1.0	T_D A R AA L
بینڈوس 1.0	B AE N DD OO S
پائیں 1.0	P AA AYN
میٹر 1.0	M II TT A R
نظریہ 1.0	N A Z A R I J J AA
فطرت 1.0	F I T_D R A T_D
گائیڈنس 1.0	G AA II DD A N S
آئیوا 1.0	AA II V AA
مول 1.0	M OO L
جام 1.0	D_ZZ AA M
کردا 1.0	K U R D_D AA
ریوالور 1.0	R II V AA L V A R
موم 1.0	M O M
اومواموا 1.0	OO M V AA M A V AA
دہریت 1.0	D_D O_O_H H R II J A T_D
کاپ 1.0	K AA P
فیروزی 1.0	F AE R OO Z II
نک 1.0	N I K
اڑنگی 1.0	A RR A NG G II
ڈاکٹر 1.0	DD AA K TT A R
احتیاطی 1.0	I H T_D I J AA T_D II
شرم 1.0	SH A R A M
ماہل 1.0	M AA H I L
کردے 1.0	K U R D_D AY
بیوٹی 1.0	B I J UU TT II
براڈکاسٹنگ 1.0	B A R AA DD K AA S TT I NG
اندوز 1.0	I N D_D OO Z
طبقوں 1.0	T_D A B Q OON
ارباب 1.0	A R B AA B
ڈکشنریوں 1.0	DD I K SH N A R II OON
تقاضا 1.0	T_D A Q AA Z U N
فرنینڈس 1.0	F A R N AE N DD A S
ارباز 1.0	A R B AA Z
وینیں 1.0	V AE N AYN
آئند 1.0	AA I N D_D
بجانا 1.0	B A D_ZZ AA N AA
سرطان 1.0	S A R T_D AA N
کیدسویں 1.0	K AY D_D S V AYN
نوصفرصفر 1.0	N O S A F A R A S F A R
جانورں 1.0	D_ZZ AA N V A R
کیٹس 1.0	K AE TT S
دادی 1.0	D_D AA D_D II
ہا 1.0	H AA
ڈپلو 1.0	DD I P L OO
بدانتظامی 1.0	B A D_D I N T_D I Z AA M II
پالی 1.0	P AA L II
بچو 1.0	B A T_SH OO
یتیم 1.0	J A T_D II M
ماندہ 1.0	M AA N D_D AA
داریوں 1.0	D_D AA R II OON
بچن 1.0	B A T_SH A N
ہل 1.0	H A L
ہن 1.0	H A N
بتانے 1.0	B A T_D AA N AY
گھٹنے 1.0	G_H A TT N AY
انسیفلائٹس 1.0	I N S II F A L AA I TT S
چشمے 1.0	T_SH A SH M AY
بچت 1.0	B A T_SH A T_D
گنڈاپور 1.0	G A N DD AA P OO R
بجکر 1.0	B A D_ZZ K A R
انتباہ 1.0	I N T_D I B AA
ڈانٹا 1.0	DD AA N TT AA
بچا 1.0	B A T_SH AA
بچاتے 1.0	B A T_SH AA T_D AY
نواسیوں 1.0	N A V AA S II OON
لائرز 1.0	L AA I R Z
افرادی 1.0	I F R AA D_D II
شرح 1.0	SH A R H
آلودہ 1.0	AA L UU D_D AA
میٹس 1.0	M II TT S
عطارد 1.0	A T_D AA R I D_D
شرت 1.0	SH A R A T_D
لتاڑا 1.0	L A T_D AA RR AA
ٹھہری 1.0	TT_H A H R II
چیمپئنز 1.0	T_SH AE M P I A N Z
ایپلی 1.0	AE P L II
آسکے 1.0	AA S K AY
دشواری 1.0	D_D U SH V AA R II
ہمت 1.0	H A M M A T_D
احاطہ 1.0	I H AA T_D AA
ہوس 1.0	H UU S
دوصفرصفر 1.0	D_D OO S A F R A S F A R
انواع 1.0	A N V AA
تہلکہ 1.0	T_D A_E_H H A L K AA
فلائیٹ 1.0	F A L AA II TT
شرہ 1.0	SH A R AA
انوار 1.0	A N V AA R
جاچکا 1.0	D_ZZ AA T_SH K AA
پابندی 1.0	P AA B A N D_D II
لیہمن 1.0	L AE H M A N
یاسرشاہ 1.0	J AA S A R SH AA
سینگال 1.0	S II NG G AA L
کنفیوژڈ 1.0	K A N F I J UU DD A DD
یواش 1.0	J A V AA SH
حکمران 1.0	H U K M R AA N
سفاکیاناکس 1.0	S A F F AA K I N AA K S
اموات 1.0	A M V AA T_D
ورثے 1.0	V A R S AY
جرح 1.0	D_ZZ A R H
کیاکہ 1.0	K I J AA K AA
بااختیار 1.0	B AA I X T_D I J AA R
ٹانک 1.0	TT AA N K
گوئی 1.0	G OO II
ایکنوآٹھتین 1.0	AE K N OO AA TT_H A T_D II N
ٹاپس 1.0	TT AA P S
پلنے 1.0	P A L N AY
سلسلہ 1.0	S A L S I L AA
بتانا 1.0	B A T_D AA N AA
خریداری 1.0	X A R II D_D AA R II
ممنون 1.0	M A M N UU N
لاغر 1.0	L AA 7 A R
مہدی 1.0	M U H D_D II
مہمند 1.0	M U H M A N D_D
پسپا 1.0	P I S P AA
سرنگ 1.0	S U R A NG
چاوت 1.0	T_SH AA V A T_D
نوصفرچھ 1.0	N OO S A F A R T_SH A T_SH
النکبہ 1.0	A L A N K A B AA
ڈوگلس 1.0	DD OO G A L S
سلاٹر 1.0	S A L AA TT A R
کیٹی 1.0	K AE TT II
داری 1.0	D_D AA R II
مماثلت 1.0	M U M AA S A L A T_D
نہائے 1.0	N A H AA AY
اٹھانوے 1.0	A TT_H TT_H AA N V AY
وینکٹ 1.0	V AE N K I TT
تنازعہ 1.0	T_D A N AA Z A AA
دقعت 1.0	D_D A Q A T_D
حکمنامے 1.0	H U K M N AA M AY
پریانکا 1.0	P A R J AA N K AA
افعانستان 1.0	A F AA N I S T_D AA N
برسبین 1.0	B A R A S B II N
ناپنے 1.0	N AA P N AY
چیئرمینی 1.0	T_SH AY A R M II N II
تقاضے 1.0	T_D A Q AA Z AY
گیارہسات 1.0	G I J AA R A H S AA T_D
آچانک 1.0	AA T_SH AA N K
لاڑکانہ 1.0	L AA RR K AA N AA
صوبہ 1.0	S UU B AA
ٹروڈو 1.0	TT A R UU DD UU
امیتابھ 1.0	A M II T_D AA B_H
زارا 1.0	Z AA R AA
وسعت 1.0	V A S A T_D
دوصفردوصفر 1.0	D_D O S A F R OO D_D A S F A R
صوبے 1.0	S UU B AY
مجاہدین 1.0	M U D_ZZ AA H I D_D II N
سروائیورز 1.0	S A R V AA II V A R Z
طاقتور 1.0	T_D AA Q T_D UU R
شوائز 1.0	SH I V AA I Z
ین 1.0	J A N
نااندیشی 1.0	N AA A N D_D AY SH II
قومیتوں 1.0	Q O M II J A T_D OON
معرکے 1.0	M A R K AY
چائلد 1.0	T_SH AA I L A D_D
ککروں 1.0	K U K R OON
اسمائیل 1.0	I S M AA II L
ایڈیٹرز 1.0	AE DD II TT A R Z
اینٹریز 1.0	AE N TT R II Z
یو 1.0	J UU
پہچاننا 1.0	P A_E_H H T_SH AA N N AA
نوٹیفائی 1.0	N OO TT II F AA II
اعتقاد 1.0	AY T_D AY Q AA D_D
سنبھالا 1.0	S A M B_H AA L AA
چینئی 1.0	T_SH II N II
قرضہ 1.0	Q A R Z AA
نبیوں 1.0	N A B J OON
اکساتے 1.0	U K S AA T_D AY
دستگیر 1.0	D_D A S T_D G II R
نقاط 1.0	N A Q Q AA T_D
نعرے 1.0	N AA R AY
یخ 1.0	J A X
آرائی 1.0	AA R AA II
ریڈر 1.0	R AY DD A R
ڈومینی 1.0	DD OO M II N II
دانشمندانہ 1.0	D_D AA N I SH M A N D_D AA N AA
دوصفردوچھ 1.0	D_D O S F A R D_D OO T_SH
یش 1.0	J A SH
الزمات 1.0	A L Z I M AA T_D
نعرہ 1.0	N AA R AA
الوقت 1.0	A L V A Q A T_D
یر 1.0	J A R
سیدجاوید 1.0	S AY D_D D_ZZ AA V AY D_D
لواحقین 1.0	L A V AA H I Q II N
لاجواب 1.0	L AA D_ZZ V AA B
کاز 1.0	K AA Z
ڈرنے 1.0	DD A R N AY
زوروں 1.0	Z O R OON
نمسکار 1.0	N A M A S K AA R
مزۃ 1.0	M A Z A T_D
نشرا 1.0	N A SH R AA
سہلیوں 1.0	S A_E_H H L II OON
اکیلی 1.0	A K AY L II
آبجیکٹو 1.0	AA B D_ZZ AE K TT II
شائر 1.0	SH AA I R
کندھ 1.0	K U N D_D_H
نوازتا 1.0	N A V AA Z T_D AA
اکیلے 1.0	A K AY L AY
مرسیڈیز 1.0	M A R S II DD II Z
نفرت 1.0	N A F R A T_D
قمیض 1.0	Q A M II Z
بھگ 1.0	B_H A G
گریبانوں 1.0	G I R II B AA N OON
عمارات 1.0	A M AA R AA T_D
رکھنےمیں 1.0	R A K_H N AY M AYN
ککر 1.0	K U K A R
بووما 1.0	B O V U M AA
اکیلا 1.0	A K AY L AA
بارگی 1.0	B AA R G II
ردوا 1.0	R I D_D V AA
ہارپس 1.0	H AA R P S
سدھارتھ 1.0	S U D_D_H AA R T_D_H
نفری 1.0	N A F R II
گلاسنوسٹ 1.0	G A L AA S N OO S TT
طاقتوں 1.0	T_D AA Q A T_D OON
ڈرنا 1.0	DD A R N AA
ٹورزم 1.0	TT UU R I Z A M
ہانگ 1.0	H AA NG
چاقوؤں 1.0	T_SH AA Q UU OON
بیگل 1.0	B AE G A L
شیکسپیئر 1.0	SH AE K S P II A R
سموئل 1.0	S A M OO I L
سیکیورٹی 1.0	S II K J OO R I TT II
مثالی 1.0	M I S AA L II
بھٹ 1.0	B_H A TT
کھنچائی 1.0	K_H I N T_SH AA II
رکھتی 1.0	R K_H T_D II
مدلل 1.0	M A D_D L A L
رنجیت 1.0	R A N D_ZZ II J A T_D
آرائش 1.0	AA R AA I SH
پائپر 1.0	P AA I P A R
مصالحوں 1.0	M U S AA L A H OON
ریڈی 1.0	R AY DD II
ردی 1.0	R A D_D D_D II
تیندوآٹھ 1.0	T_D AY N D_D OO AA TT_H
کنسیلی 1.0	K A N S II L II
پہچاننے 1.0	P A_E_H H T_SH AA N N AY
ٹھرا 1.0	TT_H A R R AA
عشقیہ 1.0	A SH Q I J AA
سنبھالے 1.0	S A M B_H AA L AY
یک 1.0	J A K
نیویارک 1.0	N AY V J AA R I K
گولیوں 1.0	G OO L II OON
سنبھالی 1.0	S A M B_H AA L II
ساتآٹھ 1.0	S AA T_D AA TT_H
رنگناتھ 1.0	R A NG G AA T_D_H
بدلوانے 1.0	B A D_D A L V AA N AY
لکڑیاں 1.0	L A K RR I J AAN
بھوک 1.0	B_H UU K
جوانی 1.0	D_ZZ A V AA N II
داعش 1.0	D_D AA I SH
اورنگزیب 1.0	OO R A NG Z AY B A B
عشائیے 1.0	I SH AA II AY
رپیٹر 1.0	R I P II TT A R
جوز 1.0	D_ZZ O Z
تحریری 1.0	T_D A H R II R II
قبلہ 1.0	Q A B L AA
رامپور 1.0	R AA M P UU R
نانو 1.0	N AA N OO
دھرنہ 1.0	D_D_H A R N AA
بھا 1.0	B_H AA
گرام 1.0	G A R AA M
پروٹکشن 1.0	P A R OO TT A K SH A N
الادا 1.0	I L AA D_D A N
گراف 1.0	G I R AA F
پرآیوٹ 1.0	P A R AA J UU TT
بھد 1.0	B_H A D_D
چھرے 1.0	T_SH A R AY
حتمی 1.0	H U T_D M II
اناسی 1.0	U N AA S II
ٹھیکیداروں 1.0	TT_H AY K AY D_D AA R OON
جودھپور 1.0	D_ZZ OO D_D_H A P UU R
لاشعوری 1.0	L AA SH U UU R II
دوچھسو 1.0	D_D OO T_SH A S OO
البغدادی 1.0	A L B A 7 D_D AA D_D II
کردینے 1.0	K U R D_D II N AY
بھونکتا 1.0	B_H O N K T_D AA
کھلی 1.0	K_H A L II
کفن 1.0	K A F A N
نظڑ 1.0	N A Z A RR
جونی 1.0	D_ZZ UU N II
عوامیت 1.0	A V AA M II J A T_D
الیکٹرانک 1.0	I L AE K TT A R AA N I K
مضافات 1.0	M U Z AA F AA T_D
مورتیاں 1.0	M UU R T_D I J AAN
شنسیاں 1.0	SH I N S I J AAN
عمرکوٹ 1.0	A M R K UU TT
جانبر 1.0	D_ZZ AA N B A R
منتظم 1.0	M U N T_D A Z A M
ابھرنی 1.0	U B_H A R N II
بہتات 1.0	B A_E_H H T_D AA T_D
جونگ 1.0	D_ZZ O NG
تالا 1.0	T_D AA L AA
فیلنگ 1.0	F II L I NG
مکھ 1.0	M U K_H
بھینسا 1.0	B_H AE N S AA
سابقہ 1.0	S AA B I Q AA
کریٹس 1.0	K A R AE TT S
ابھرنے 1.0	U B_H A R N AY
نصرت 1.0	N A S R A T_D
اپریلکی 1.0	A P R AE L K II
ڈانگ 1.0	DD AA NG
اکٹیوسٹ 1.0	I K TT I J UU S TT
چیٹی 1.0	T_SH II TT II
اضافیت 1.0	I Z AA F II J A T_D
عطار 1.0	A T_D AA R
پراسیکیوٹرز 1.0	P A R AA S II K I J UU TT A R Z
امپائروں 1.0	I M P AA I R OON
فینٹیسی 1.0	F AE N TT AY S II
شیٹی 1.0	SH II TT II
برائن 1.0	B A R AA I N
پابہ 1.0	P AA B AA
سوکھتے 1.0	S UU K_H T_D AY
آڑھت 1.0	AA RR_H A T_D
ترمبو 1.0	T_D A R A M B UU
زنگی 1.0	Z A NG G II
سکھایا 1.0	S I K_H AA J AA
سالاروں 1.0	S AA L AA R OON
گرمیوں 1.0	G A R M II OON
میکسیکنز 1.0	M AE K S II K A N Z
کانسی 1.0	K AA N S II
پروازیں 1.0	P A R V AA Z AYN
وارننگ 1.0	V AA R N I NG
معدوم 1.0	M A D_D UU M
سفارتخانہ 1.0	S I F AA R A T_D X AA N AA
تھمائی 1.0	T_D_H A M AA II
شمیم 1.0	SH A M II M
حفاظتی 1.0	H I F AA Z A T_D II
پیپرز 1.0	P AY P A R Z
نیورولوجسٹ 1.0	N AY OO R OO L OO D_ZZ I S TT
چھاپنے 1.0	T_SH AA P N AY
ٹاکاہاشی 1.0	TT AA K AA H AA SH II
کھلم 1.0	K_H I L A M
بھینسے 1.0	B_H AE N S AY
لیجن 1.0	L II D_ZZ A N
ہندوؤں 1.0	H I N D_D UU OON
رپورٹیں 1.0	R I P OO R TT AYN
حمق 1.0	H A M Q
گوماتک 1.0	G OO M AA T_D A K
بانٹنے 1.0	B AA N TT N AY
پامالی 1.0	P AA M AA L II
پکڑوا 1.0	P A K A RR V AA
شباب 1.0	SH A B AA B
ایٹم 1.0	AE TT A M
مسٹراسوکن 1.0	M A S TT A R AA S UU K A N
مامور 1.0	M AA M UU R
تالے 1.0	T_D AA L AY
مقںد 1.0	M U Q D_D
بونی 1.0	B OO N II
ساجن 1.0	S AA D_ZZ A N
وساطت 1.0	V A S AA T_D A T_D
کھلا 1.0	K_H I L AA
یدطولی 1.0	J A D_D D_D UU L II
مظلوموں 1.0	M A Z L UU M OON
چشمک 1.0	T_SH A SH M A K
کٹوتی 1.0	K A TT OO T_D II
امتحان 1.0	I M T_D I H AA N
راحیلہ 1.0	R AA H II L AA
انکلوژرز 1.0	I N K A L OO ZZ A R Z
پیسوں 1.0	P AY S OON
جونز 1.0	D_ZZ UU N Z
لاڈلی 1.0	L AA DD L II
خودمختار 1.0	X U D_D M U X T_D AA R
ژونگ 1.0	ZZ OO NG
انٹرنشنل 1.0	I N TT A R N I SH N A L
مردود 1.0	M A R D_D UU D_D
بجلیاں 1.0	B I D_ZZ L I J AAN
ایئرکنڈیشنرز 1.0	AY A R K A N DD II SH N A R Z
برائے 1.0	B A R AA AY
دشنامی 1.0	D_D U SH N AA M II
ٹالی 1.0	TT AA L II
فرات 1.0	F A R AA T_D
مہارانی 1.0	M A H AA R AA N II
بھاتا 1.0	B_H AA T_D AA
ہولگر 1.0	H OO L G A R
بونے 1.0	B OO N AY
معذرت 1.0	M U A Z Z A R A T_D
نمٹ 1.0	N I M A TT
برائی 1.0	B A R AA II
آندولن 1.0	AA N D_D UU L A N
کٹی 1.0	K A TT II
اپنایا 1.0	A P N AA J AA
بھگتنا 1.0	B_H U G A T_D N AA
غیرمعمولی 1.0	7 AE R M A M UU L II
دوسات 1.0	D_D OO S AA T_D
کٹے 1.0	K A TT TT AY
متلاشی 1.0	M U T_D A L AA SH II
بلائے 1.0	B U L AA AY
ووگ 1.0	V OO G
سبرامنیم 1.0	S A B R AA M A N II M
کمانڈوز 1.0	K A M AA N DD OO Z
ایکتا 1.0	II K T_D AA
ڈائنوسار 1.0	DD AA I N OO S AA R
کوالیفائر 1.0	K A V AA L II F AA I R
دھانی 1.0	D_D_H AA N II
تمھاری 1.0	T_D U M AA R II
آمین 1.0	AA M II N
چھپنے 1.0	T_SH A P N AY
آزمانے 1.0	AA Z M AA N AY
نکولا 1.0	N I K OO L AA
پتن 1.0	P A T_D T_D A N
دھارے 1.0	D_D_H AA R AY
ادھرگجرات 1.0	U D_D_H A R G U D_ZZ R AA T_D
چٹوا 1.0	T_SH A TT V AA
جہوتی 1.0	D_ZZ A H V A T_D II
پرشیان 1.0	P U R SH I J AA N
ٹنڈے 1.0	TT A N DD AY
اٹھارہچھصفر 1.0	A TT AA R A H T_SH A S F A R
پتر 1.0	P A T_D T_D A R
امپائرز 1.0	I M P AA I R Z
فیص 1.0	F AE S
مندرجہ 1.0	M U N D_D A R D_ZZ AA
نوکڈل 1.0	N O K DD A L
روینہ 1.0	R A V II N AA
مستفیض 1.0	M U S T_D A F II Z
علموں 1.0	A L M OON
ریچل 1.0	R II T_SH A L
پتا 1.0	P A T_D T_D AA
مصری 1.0	M I S R II
بھاگنے 1.0	B_H AA G N AY
شجاع 1.0	SH U D_ZZ AA
آمیز 1.0	AA M AY Z
مارننگ 1.0	M AA R N I NG
ولادیمر 1.0	V A L AA D_D II M A R
سیٹیلائٹس 1.0	S AE TT II L AA I TT S
سیپسکو 1.0	S AE P S I K OO
